Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),02/12/2019,01/01/2020,03/02/2020,02/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,03/08/2020,01/09/2020,01/10/2020,02/11/2020
VOLT IN Equity,VOLTAS LTD,3375577088.00,4305.00,Industrial,Natl India,INDIA,IN,3.95348835,10.85,5.62,05/06/2020,11/09/2020,9.24,9.70,9.15,9.68,9.14,6.15,6.66,7.14,7.18,7.92,8.69,9.26,9.67
WK US Equity,WORKIVA INC,3375184896.00,4306.00,Technology,New York,UNITED STATES,US,4,74.02,22.01,03/18/2020,11/09/2020,66.87,41.62,42.05,46.16,42.56,30.92,35.89,45.02,55.48,57.73,60.99,56.65,56.08
6755 JP Equity,FUJITSU GENERAL,3373922048.00,4307.00,Industrial,Tokyo,JAPAN,JP,3.5,31.43,14.01,03/17/2020,11/09/2020,53.04,19.32,22.63,22.55,20.81,17.75,16.15,19.81,20.60,24.16,26.24,28.90,27.88
WNS US Equity,WNS HOLDINGS-ADR,3373366784.00,4308.00,Technology,New York,INDIA,JE,5,75.86,34.26,03/23/2020,02/18/2020,6.48,62.56,66.15,72.63,66.65,39.81,47.74,49.25,54.71,62.90,66.75,64.40,59.45
INDA US Equity,ISHARES MSCI IND,3370895360.00,4309.00,Funds,Cboe BZX,UNITED STATES,US,0,36.90,20.48,03/23/2020,11/09/2020,6.96,34.71,35.15,34.04,32.04,22.33,26.22,28.19,29.67,31.81,33.98,34.36,33.69
WLD FP Equity,LYXETF MSCI WRLD,3370403584.00,4310.00,Funds,EN Paris,FRANCE,FR,0,254.98,156.96,03/23/2020,02/19/2020,5.74,224.40,232.07,232.76,215.64,178.32,205.01,215.70,220.34,230.23,243.10,236.22,230.37
WIHL SS Equity,WIHLBORGS FASTIG,3370126848.00,4311.00,Financial,Stockholm,SWEDEN,SE,3.400000095,22.47,10.26,03/18/2020,02/21/2020,22.31,16.64,18.42,19.13,19.30,12.91,14.20,16.10,16.90,16.65,16.31,19.88,18.12
011070 KS Equity,LG INNOTEK CO LT,3369127936.00,4312.00,Industrial,Korea SE,SOUTH KOREA,KR,4.676470757,150.63,60.23,03/19/2020,07/10/2020,40.21,103.69,121.11,126.27,115.43,87.70,107.83,124.97,145.68,138.14,129.46,133.25,133.07
OLN US Equity,OLIN CORP,3367197440.00,4314.00,Basic Materials,New York,UNITED STATES,US,3.333333254,22.90,8.76,03/16/2020,11/11/2020,30.77,17.32,17.25,15.06,16.93,10.88,12.25,12.52,10.96,11.38,11.87,12.48,17.30
DNET IJ Equity,INDORITEL MAKMUR,3367091968.00,4315.00,Financial,Indonesia,INDONESIA,ID,0,0.26,0.19,01/15/2020,04/30/2020,9.12,0.22,0.22,0.23,0.25,0.21,0.24,0.24,0.23,0.23,0.23,0.22,0.24
FNDE US Equity,SCHW EM L/C,3365609216.00,4316.00,Funds,NYSE Arca,UNITED STATES,US,0,30.37,18.26,03/18/2020,01/02/2020,-4.63,28.62,29.84,27.70,26.10,19.93,21.24,23.11,23.65,24.50,24.77,23.92,23.76
CAI AV Equity,CA IMMOBILIEN AN,3365243136.00,4317.00,Financial,Vienna,AUSTRIA,AT,4.625,45.38,22.06,03/19/2020,02/14/2020,-14.04,41.25,42.00,43.90,42.37,32.77,31.92,33.72,33.51,30.90,31.33,30.30,27.97
RFHL TP Equity,REPUBLIC FINANCI,3364843008.00,4318.00,Financial,Port Spain,TRINIDAD AND TO,TT,0,21.56,18.53,11/26/2019,03/09/2020,12.82,19.20,19.40,20.95,21.44,20.95,19.65,19.78,20.65,20.61,20.90,20.95,20.84
688006 CH Equity,ZHEJIANG HANGK-A,3363888640.00,4319.00,Industrial,Shanghai,CHINA,CN,5,10.14,4.18,04/13/2020,08/06/2020,74.79,5.07,5.71,4.82,6.61,5.10,5.11,6.84,6.65,8.50,9.07,7.63,8.49
300376 CH Equity,EAST GROUP CO-A,3362632448.00,4320.00,Industrial,Shenzhen,CHINA,CN,#N/A N/A,2.01,0.56,02/04/2020,10/14/2020,128.56,0.61,0.66,0.62,0.74,0.75,0.75,0.68,0.71,0.75,0.96,1.35,1.52
FEYE US Equity,FIREEYE INC,3361464064.00,4321.00,Communications,NASDAQ GS,UNITED STATES,US,3.799999952,18.34,7.54,03/17/2020,01/07/2020,-16.28,16.35,16.53,15.95,13.62,9.87,10.46,13.06,12.41,15.02,15.02,12.63,13.63
6190 HK Equity,BANK OF JIUJIANG,3359998208.00,4322.00,Financial,Hong Kong,CHINA,CN,#N/A N/A,1.42,1.33,09/14/2020,04/07/2020,2.13,1.38,1.39,1.40,1.40,1.41,1.42,1.41,1.42,1.42,1.42,1.41,1.42
257 HK Equity,CHINA EVERBRIGHT,3359804928.00,4323.00,Energy,Hong Kong,HONG KONG,HK,4.523809433,0.82,0.48,03/23/2020,12/18/2019,-24.82,0.75,0.80,0.72,0.67,0.56,0.58,0.53,0.53,0.63,0.60,0.57,0.51
SWTX US Equity,SPRINGWORKS THER,3359081472.00,4324.00,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,5,69.48,19.01,11/18/2019,11/16/2020,220.28,25.45,38.49,33.70,33.66,22.98,30.21,39.00,41.38,43.10,44.83,48.48,58.59
000401 CH Equity,TANGSHAN JIDON-A,3358325504.00,4325.00,Industrial,Shenzhen,CHINA,CN,4.900000095,3.17,1.83,02/04/2020,03/03/2020,14.24,2.14,2.44,1.96,2.98,2.72,2.86,2.52,2.38,2.76,2.61,2.28,2.23
NSP US Equity,INSPERITY INC,3357905664.00,4326.00,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.5,95.78,22.59,03/18/2020,11/09/2020,25.84,78.12,86.04,88.97,69.41,34.12,47.08,53.37,64.03,68.02,68.26,66.22,82.87
SPWR US Equity,SUNPOWER CORP,3357246720.00,4327.00,Energy,NASDAQ GS,UNITED STATES,US,3.133333445,21.60,2.64,03/16/2020,11/09/2020,276.55,4.77,5.11,5.75,5.71,3.10,4.48,4.85,5.00,6.48,11.93,13.36,16.84
ACO/X CN Equity,ATCO LTD-CLASS I,3356528640.00,4328.00,Utilities,Toronto,CANADA,CA,4.5,41.62,19.12,03/23/2020,02/21/2020,-21.16,37.60,38.33,39.22,38.01,25.66,27.06,28.38,29.65,31.10,30.93,29.36,28.17
2579 JP Equity,COCA-COLA BOTTLE,3355603712.00,4329.00,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,2.714285612,27.93,13.97,10/30/2020,02/17/2020,-35.18,24.27,25.69,26.80,24.03,19.80,18.22,20.05,17.78,15.03,16.86,16.67,14.40
CBDG FP Equity,COMBODGE (CIE),3354399232.00,4330.00,Financial,EN Paris,FRANCE,FR,0,7273.78,5080.50,09/10/2020,11/18/2019,-20.57,7254.12,6952.68,6690.70,6708.00,5353.25,5384.12,5453.70,5519.36,5357.54,5441.90,5426.19,5581.44
THC US Equity,TENET HEALTHCARE,3354386944.00,4331.00,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.631578922,39.37,10.00,03/18/2020,12/20/2019,0.22,32.64,38.03,32.02,28.40,13.01,17.49,22.25,18.47,26.41,28.42,24.87,26.74
601212 CH Equity,BAIYIN NONFERR-A,3354307072.00,4332.00,Basic Materials,Shanghai,CHINA,CN,5,0.58,0.35,04/28/2020,01/06/2020,-10.16,0.48,0.53,0.43,0.45,0.40,0.37,0.38,0.37,0.49,0.45,0.39,0.39
00632R TT Equity,YUANTA-TT 1X ETF,3351325696.00,4333.00,Funds,Taiwan,TAIWAN,TW,0,0.46,0.27,11/16/2020,03/19/2020,-27.21,0.34,0.33,0.35,0.35,0.39,0.34,0.34,0.32,0.29,0.28,0.29,0.29
SGMS US Equity,SCIENTIFIC GAMES,3349976064.00,4334.00,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.799999952,41.74,3.76,03/18/2020,11/09/2020,33.80,26.71,26.78,26.87,17.77,8.38,11.17,16.20,16.16,18.69,21.53,35.97,33.24
DNLM LN Equity,DUNELM GROUP,3349868800.00,4335.00,"Consumer, Cyclical",London,BRITAIN,GB,2.799999952,20.84,7.04,03/24/2020,10/08/2020,46.51,10.86,15.33,15.23,13.81,8.56,11.49,13.71,14.90,16.27,19.97,18.58,17.22
600823 CH Equity,SHANG SHIMAO-A,3347009792.00,4336.00,Financial,Shanghai,CHINA,CN,4.199999809,1.07,0.52,02/04/2020,08/27/2020,67.40,0.56,0.65,0.52,0.60,0.58,0.59,0.61,0.64,0.64,1.00,0.91,0.88
3320 HK Equity,CHINA RESOURCES,3346976768.00,4337.00,"Consumer, Non-cyclical",Hong Kong,CHINA,HK,4.066666603,1.05,0.48,09/25/2020,01/23/2020,-39.59,0.86,0.93,0.89,0.85,0.57,0.63,0.57,0.58,0.58,0.57,0.51,0.50
ENEV3 BZ Equity,ENEVA SA,3344441856.00,4338.00,Utilities,B3 Day,BRAZIL,BR,4.333333492,11.42,4.75,03/19/2020,11/09/2020,58.60,8.95,10.87,10.50,10.34,6.49,6.55,7.08,8.71,9.38,9.34,8.33,9.16
GALE SW Equity,GALENICA AG,3343581696.00,4339.00,"Consumer, Non-cyclical",SIX-SW,SWITZERLAND,CH,3.666666746,76.41,59.64,10/30/2020,06/02/2020,3.76,60.02,61.96,68.57,69.17,71.00,71.89,73.86,72.02,74.85,71.00,70.15,63.02
STN CN Equity,STANTEC INC,3342761472.00,4340.00,Industrial,Toronto,CANADA,CA,4.454545498,33.75,21.48,03/16/2020,08/06/2020,14.82,26.48,28.26,29.78,31.13,24.39,28.36,30.43,30.86,32.16,32.23,30.33,29.28
002138 CH Equity,SHENZHEN SUNLO-A,3342647296.00,4341.00,Industrial,Shenzhen,CHINA,CN,4.933333397,4.55,2.78,04/28/2020,02/25/2020,14.14,3.54,3.32,3.25,3.88,2.87,3.11,3.44,3.57,4.00,3.55,3.33,3.99
BIRG ID Equity,BANK OF IRELAND,3341423872.00,4342.00,Financial,EN Dublin,IRELAND,IE,4.235294342,6.12,1.38,05/14/2020,12/13/2019,-40.04,5.11,5.47,4.97,3.67,1.82,2.03,1.86,2.04,2.15,2.30,1.94,2.44
NEWR US Equity,NEW RELIC INC,3340848384.00,4343.00,Technology,New York,UNITED STATES,US,3.588235378,74.20,33.49,03/18/2020,08/04/2020,-15.08,66.67,65.71,67.87,54.92,44.92,50.28,67.97,71.80,71.43,62.80,57.35,58.92
NK FP Equity,IMERYS SA,3339371776.00,4344.00,Industrial,EN Paris,FRANCE,FR,3.75,47.21,22.33,03/16/2020,02/14/2020,-6.03,39.12,42.25,42.82,38.93,23.55,31.45,34.68,34.02,37.27,40.22,36.93,31.49
2049 TT Equity,HIWIN TECH,3338018304.00,4345.00,Industrial,Taiwan,TAIWAN,TW,4.181818008,11.57,5.68,03/19/2020,08/19/2020,21.92,8.37,9.07,9.58,9.52,6.44,9.33,9.98,9.75,10.08,10.99,9.75,8.88
GRUPOSUR CB Equity,SURAMERICANA,3336380928.00,4346.00,Financial,Bolsa Colomb,COLOMBIA,CO,4,10.56,3.65,03/19/2020,01/03/2020,-34.16,9.22,10.37,9.48,8.52,4.54,5.43,5.15,4.95,5.09,6.16,5.36,5.19
VIS SM Equity,VISCOFAN,3335724800.00,4347.00,"Consumer, Non-cyclical",Soc.Bol SIBE,SPAIN,ES,3,76.81,48.41,03/12/2020,08/18/2020,27.19,52.38,52.82,54.61,54.56,54.62,64.22,65.95,65.73,72.79,73.27,67.01,66.28
ADS US Equity,ALLIANCE DATA,3333366528.00,4348.00,Financial,New York,UNITED STATES,US,4,115.62,20.51,03/19/2020,01/16/2020,-33.06,106.20,112.20,100.59,86.07,31.04,46.38,49.90,43.74,44.94,45.19,43.44,55.25
551 HK Equity,YUE YUEN IND,3331551488.00,4349.00,"Consumer, Cyclical",Hong Kong,HONG KONG,BM,3.363636255,3.15,1.28,03/23/2020,01/20/2020,-27.97,2.94,2.95,2.75,2.45,1.45,1.61,1.47,1.52,1.63,1.78,1.62,1.70
000720 KS Equity,HYUNDAI ENG&CONS,3331443456.00,4350.00,Industrial,Korea SE,SOUTH KOREA,KR,4.4375,37.82,15.20,03/23/2020,11/18/2019,-21.31,34.39,36.59,31.55,29.00,20.85,28.63,27.98,28.01,28.21,27.49,26.18,27.10
000983 CH Equity,SHANXI XISHAN-A,3330282496.00,4351.00,Energy,Shenzhen,CHINA,CN,4.5,0.84,0.50,04/28/2020,10/16/2020,23.80,0.63,0.68,0.55,0.58,0.52,0.52,0.52,0.54,0.61,0.62,0.64,0.71
EMDD LN Equity,SPDR BBG EM LCL,3330087680.00,4352.00,Funds,London,IRELAND,IE,0,74.25,57.90,03/25/2020,01/13/2020,2.83,71.45,73.90,71.54,70.37,62.20,64.33,68.06,68.29,68.32,68.93,67.89,67.93
300073 CH Equity,BEIJING EASPRI-A,3327842816.00,4353.00,Industrial,Shenzhen,CHINA,CN,4.384615421,8.56,2.81,11/18/2019,10/15/2020,134.13,3.03,3.92,4.24,4.01,3.30,3.42,3.92,4.69,5.13,5.54,6.63,7.77
688027 CH Equity,QUANTUMCTEK CO-A,3327557632.00,4354.00,Technology,Shanghai,CHINA,CN,0,70.97,30.04,09/09/2020,07/15/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.51,36.77,33.87,39.66
600126 CH Equity,HANGZHOU IRON-A,3327533568.00,4355.00,Basic Materials,Shanghai,CHINA,CN,5,1.55,0.60,02/04/2020,06/24/2020,28.51,0.70,0.70,0.63,0.90,0.88,1.12,1.38,1.32,1.19,1.08,0.91,0.88
300783 CH Equity,THREE SQUIRREL-A,3327191552.00,4356.00,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.529411793,12.89,7.12,02/04/2020,05/18/2020,-15.48,7.66,9.24,7.89,9.20,11.13,11.13,12.34,10.71,9.82,9.49,7.80,7.80
SATS SP Equity,SATS LTD,3326417664.00,4357.00,Industrial,Singapore,SINGAPORE,SG,3.400000095,3.81,1.74,03/24/2020,12/18/2019,-16.76,3.64,3.76,3.28,2.96,2.10,2.32,1.91,2.11,1.93,2.17,2.13,2.25
AMKR US Equity,AMKOR TECH INC,3326361088.00,4358.00,Technology,NASDAQ GS,UNITED STATES,US,3.5,15.80,5.40,03/19/2020,07/28/2020,3.92,11.78,13.00,11.17,10.53,7.37,9.73,10.47,11.99,13.76,12.50,11.44,11.81
MGV US Equity,VANGUARD MEGA CA,3325913856.00,4359.00,Funds,NYSE Arca,UNITED STATES,US,0,88.37,56.00,03/23/2020,02/12/2020,0.79,85.01,87.18,85.10,80.12,63.17,70.80,74.79,73.18,75.85,78.81,76.65,76.08
IWY US Equity,ISHARES RUSSELL,3324845824.00,4360.00,Funds,NYSE Arca,UNITED STATES,US,0,131.90,71.86,03/23/2020,09/02/2020,36.82,92.56,96.58,100.28,97.07,80.54,93.78,102.52,108.23,116.42,130.31,122.75,117.01
AQUA US Equity,EVOQUA WATER TEC,3323774720.00,4361.00,Utilities,New York,UNITED STATES,US,3.727272749,28.38,7.09,03/23/2020,11/16/2020,38.35,19.48,18.95,20.54,21.91,10.76,15.38,18.97,18.06,19.60,21.39,21.65,23.49
MPHL IN Equity,MPHASIS LTD,3322885888.00,4362.00,Technology,Natl India,INDIA,IN,4.451612949,19.99,8.02,03/23/2020,10/14/2020,48.00,12.16,12.95,12.54,12.07,8.82,9.60,11.34,11.68,15.22,15.43,18.53,18.23
WAF GR Equity,SILTRONIC AG,3321573376.00,4363.00,Technology,Xetra,GERMANY,DE,4.230769157,117.86,50.06,03/23/2020,02/20/2020,26.43,81.36,100.61,103.73,95.03,69.29,85.66,98.63,100.11,89.22,93.23,91.54,92.05
TFI US Equity,SPDR NUV MUNI BD,3321530880.00,4364.00,Funds,NYSE Arca,UNITED STATES,US,0,52.74,42.81,03/19/2020,08/14/2020,5.76,50.45,50.58,51.54,51.96,48.64,49.83,51.73,51.60,52.36,51.96,51.83,51.61
HYQ GR Equity,HYPOPORT SE,3321152000.00,4365.00,"Consumer, Non-cyclical",Xetra,GERMANY,DE,3.333333254,683.65,217.17,03/18/2020,10/05/2020,59.89,313.42,353.24,363.29,365.03,278.59,354.36,445.76,451.12,489.93,614.60,640.10,552.91
AVNT US Equity,AVIENT CORP,3320564224.00,4366.00,"Consumer, Cyclical",New York,UNITED STATES,US,4.5,37.33,8.69,03/18/2020,12/24/2019,12.30,31.02,36.79,34.01,25.11,17.69,22.26,25.59,25.46,24.20,26.79,26.81,32.15
SUN SW Equity,SULZER AG-REG,3320142848.00,4367.00,Industrial,SIX-SW,SWITZERLAND,CH,4.222222328,113.71,40.68,03/19/2020,12/13/2019,-9.58,106.54,111.81,110.34,92.01,61.80,71.11,79.11,79.16,83.77,88.33,80.10,75.19
GUNR US Equity,FLEXSHARES GLOBA,3320100096.00,4368.00,Funds,NYSE Arca,UNITED STATES,US,0,33.76,18.70,03/19/2020,01/02/2020,-1.88,31.89,33.53,31.12,28.75,22.02,25.00,27.67,27.59,29.29,29.82,27.59,27.38
AWC AU Equity,ALUMINA LTD,3318957312.00,4369.00,Basic Materials,ASE,AUSTRALIA,AU,4.363636494,1.68,0.76,03/13/2020,11/18/2019,-25.35,1.58,1.61,1.42,1.27,0.89,1.04,1.03,1.10,1.09,1.13,1.00,1.00
EGCO TB Equity,ELEC GENERATING,3316589824.00,4370.00,Utilities,Bangkok,THAILAND,TH,4.384615421,11.95,5.05,03/13/2020,11/21/2019,-44.79,11.30,11.03,9.79,8.50,6.95,8.79,8.53,7.99,7.50,7.12,6.02,5.38
69 HK Equity,SHANGRI-LA ASIA,3316204800.00,4371.00,"Consumer, Cyclical",Hong Kong,HONG KONG,BM,5,1.10,0.66,04/03/2020,12/13/2019,-7.03,1.03,1.04,0.92,0.91,0.70,0.82,0.87,0.86,0.75,0.83,0.82,0.80
OCI NA Equity,OCI NV,3314292992.00,4372.00,Basic Materials,EN Amsterdam,NETHERLANDS,NL,4.666666508,21.90,8.56,03/16/2020,01/09/2020,-25.27,19.34,21.03,16.86,16.48,11.47,12.14,11.55,10.76,12.25,13.57,13.04,12.24
600258 CH Equity,BTG HOTELS GRO-A,3314279424.00,4373.00,"Consumer, Cyclical",Shanghai,CHINA,CN,4.692307472,3.58,1.82,04/02/2020,11/16/2020,42.65,2.67,2.96,2.20,2.43,1.86,2.32,2.42,2.19,2.56,2.86,2.61,2.69
600549 CH Equity,XIAMEN TUNGSTE-A,3313314304.00,4374.00,Basic Materials,Shanghai,CHINA,CN,4.25,2.50,1.45,02/04/2020,08/06/2020,21.99,1.71,1.87,1.60,1.77,1.59,1.59,1.74,1.69,2.22,2.17,1.97,1.99
CIGI CN Equity,COLLIERS INTERNA,3312528640.00,4376.00,"Consumer, Non-cyclical",Toronto,CANADA,CA,5,92.26,33.87,03/23/2020,02/14/2020,20.26,72.64,77.86,82.90,83.52,45.95,49.90,52.15,57.36,54.05,63.93,66.47,72.21
000540 CH Equity,ZHONGTIAN FINA-A,3312227584.00,4377.00,Financial,Shenzhen,CHINA,CN,#N/A N/A,0.76,0.35,02/04/2020,07/16/2020,-1.27,0.43,0.48,0.39,0.55,0.43,0.44,0.44,0.46,0.54,0.52,0.49,0.45
FEES RM Equity,FEDERAL GRID CO,3311287808.00,4378.00,Utilities,MICEX Main,RUSSIA,RU,4.333333492,0.00,0.00,03/19/2020,02/25/2020,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PDX SS Equity,PARADOX INTERACT,3307503104.00,4379.00,Technology,FN Stockholm,SWEDEN,SE,3,36.48,11.27,03/16/2020,10/14/2020,99.18,14.26,16.01,15.72,14.66,15.81,19.30,22.75,22.12,25.46,27.18,33.85,30.75
1911 JP Equity,SUMITOMO FOREST,3306966272.00,4380.00,Basic Materials,Tokyo,JAPAN,JP,4.142857075,18.34,10.10,03/17/2020,11/16/2020,20.53,14.62,14.86,14.53,15.04,12.29,11.89,11.91,12.43,11.38,16.08,15.82,15.99
OLAM SP Equity,OLAM INTERNATION,3306966272.00,4380.00,"Consumer, Non-cyclical",Singapore,SINGAPORE,SG,1,1.47,0.86,09/11/2020,01/20/2020,-17.78,1.32,1.34,1.30,1.25,1.00,1.06,1.03,1.00,0.96,0.96,0.92,0.93
4743 TT Equity,ONENESS BIOTECH,3305506048.00,4382.00,"Consumer, Non-cyclical",Taipei,TAIWAN,TW,3,16.17,0.64,03/23/2020,07/09/2020,833.56,0.93,0.98,0.87,1.02,0.82,1.88,4.63,9.14,6.91,11.22,11.79,10.08
2314 HK Equity,LEE & MAN PAPER,3302467840.00,4383.00,Industrial,Hong Kong,HONG KONG,KY,4,0.84,0.52,05/25/2020,11/09/2020,13.58,0.70,0.76,0.71,0.80,0.59,0.62,0.53,0.54,0.62,0.61,0.72,0.75
SLQT US Equity,SELECTQUOTE INC,3301423360.00,4384.00,Financial,New York,UNITED STATES,US,4.599999905,29.00,15.76,07/24/2020,06/02/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.30,24.89,19.03,19.49,20.55,16.85
3396 HK Equity,LEGEND HOLDING-H,3300784128.00,4385.00,Financial,Hong Kong,CHINA,CN,3.5,2.31,1.06,05/07/2020,01/03/2020,-33.89,2.07,2.27,1.85,1.72,1.23,1.17,1.20,1.17,1.30,1.42,1.22,1.35
SITESB1 MM Equity,TELESITES SAB DE,3298606080.00,4386.00,Industrial,BMV Mexico,MEXICO,MX,3.545454502,1.06,0.46,03/23/2020,10/19/2020,58.75,0.72,0.74,0.74,0.80,0.61,0.64,0.63,0.64,0.74,0.77,0.91,0.91
STMP US Equity,STAMPS.COM INC,3298327552.00,4387.00,Communications,NASDAQ GS,UNITED STATES,US,4.333333492,325.13,73.14,02/03/2020,08/07/2020,108.85,84.06,83.52,73.20,147.12,124.27,154.49,202.00,195.91,268.96,248.60,253.20,220.62
300024 CH Equity,SIASUN ROBOT-A,3298291968.00,4388.00,Industrial,Shenzhen,CHINA,CN,2.545454502,2.52,1.69,05/26/2020,02/19/2020,3.04,1.91,2.01,1.94,2.22,1.91,1.87,1.86,1.95,2.32,2.42,2.13,2.03
CWK US Equity,CUSHMAN & WAKEFI,3297847808.00,4389.00,Financial,New York,UNITED STATES,GB,4.333333492,20.80,6.84,03/19/2020,12/20/2019,-21.27,18.88,20.44,19.50,18.93,10.09,11.41,10.67,12.24,10.23,11.74,11.01,12.81
EMP PM Equity,EMPERADOR INC,3297700864.00,4390.00,"Consumer, Non-cyclical",Philippines,PHILIPPINES,PH,1.700000048,0.23,0.12,03/23/2020,08/14/2020,41.90,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.17,0.18,0.21,0.20,0.21
3996 HK Equity,CHINA ENERGY E-H,3296192000.00,4391.00,Industrial,Hong Kong,CHINA,CN,4.25,0.13,0.09,09/28/2020,01/24/2020,10.34,0.11,0.12,0.12,0.11,0.11,0.11,0.10,0.09,0.10,0.09,0.09,0.10
AKRN RM Equity,ACRON,3296008704.00,4392.00,Basic Materials,MICEX Main,RUSSIA,RU,3,91.46,60.84,04/09/2020,11/09/2020,38.91,77.38,77.32,76.66,76.29,75.75,76.45,89.08,78.68,80.63,79.33,80.80,80.22
300373 CH Equity,YANGZHOU YANGJ-A,3295111424.00,4393.00,Technology,Shenzhen,CHINA,CN,5,7.78,2.04,11/26/2019,11/10/2020,195.74,2.37,2.47,3.11,4.12,3.25,3.73,3.83,4.69,4.86,4.65,6.02,6.19
PPH SJ Equity,PEPKOR HOLDINGS,3294891520.00,4394.00,"Consumer, Cyclical",Johannesburg,SOUTH AFRICA,ZA,3,1.34,0.52,05/22/2020,12/19/2019,-20.22,1.18,1.29,1.10,0.99,0.57,0.64,0.69,0.65,0.58,0.59,0.69,0.74
000998 CH Equity,YUAN LONGPING-A,3294233600.00,4395.00,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.454545498,3.59,1.76,11/26/2019,08/12/2020,27.30,1.84,2.11,2.30,2.46,2.44,2.30,2.35,2.33,2.80,3.04,2.70,2.54
DCP US Equity,DCP MIDSTREAM LP,3294037760.00,4396.00,Energy,New York,UNITED STATES,US,3.375,26.26,2.20,03/18/2020,01/07/2020,-10.62,21.29,24.49,21.36,15.24,3.89,7.85,10.82,10.93,11.44,12.60,10.88,12.42
MOMO US Equity,MOMO INC-ADR,3293383680.00,4397.00,Communications,NASDAQ GS,CHINA,KY,4.538461685,40.87,13.33,09/30/2020,01/13/2020,-58.47,37.54,33.50,30.97,28.42,21.14,21.55,19.99,17.48,18.70,20.42,14.77,14.88
RMI SJ Equity,RAND MERCHANT IN,3293353984.00,4398.00,Financial,Johannesburg,SOUTH AFRICA,ZA,5,2.25,0.98,03/24/2020,11/11/2020,3.92,1.98,2.20,1.80,1.61,1.21,1.33,1.55,1.70,1.84,1.88,1.79,1.80
2778 HK Equity,CHAMPION REIT,3291221504.00,4399.00,Financial,Hong Kong,HONG KONG,HK,2.857142925,0.67,0.45,05/27/2020,12/30/2019,-6.05,0.64,0.66,0.59,0.57,0.59,0.59,0.47,0.52,0.53,0.53,0.50,0.49
XBB CN Equity,ISHARES CORE CAN,3291143936.00,4400.00,Funds,Toronto,CANADA,CA,0,25.84,19.64,03/18/2020,03/09/2020,6.53,24.03,24.42,24.50,24.45,22.38,23.54,24.32,24.72,25.35,25.75,25.19,25.06
FLY FP Equity,FONCIERE LYONN,3290869760.00,4401.00,Financial,EN Paris,FRANCE,FR,3,91.13,59.93,10/28/2020,02/21/2020,-15.57,80.40,82.76,85.60,87.87,74.51,74.72,77.91,79.97,79.89,74.71,69.30,63.95
000120 KS Equity,CJ LOGISTICS,3288685568.00,4402.00,Industrial,Korea SE,SOUTH KOREA,KR,4.699999809,168.61,90.23,03/13/2020,10/14/2020,6.60,129.82,134.08,119.56,110.81,103.46,120.90,133.55,131.11,126.42,131.99,152.60,141.89
000629 CH Equity,PANGANG GROUP -A,3288430080.00,4403.00,Basic Materials,Shenzhen,CHINA,CN,3.599999905,0.43,0.26,05/25/2020,12/27/2019,-10.26,0.39,0.42,0.34,0.35,0.31,0.28,0.28,0.29,0.32,0.32,0.30,0.30
MRDIY MK Equity,MR DIY GROUP M B,3288019456.00,4404.00,"Consumer, Cyclical",Bursa Malays,MALAYSIA,MY,3,0.56,0.36,10/26/2020,11/11/2020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41
600399 CH Equity,FUSHUN SPECIAL-A,3287635456.00,4405.00,Basic Materials,Shanghai,CHINA,CN,4.833333492,1.71,0.39,11/18/2019,11/16/2020,319.35,0.40,0.47,0.47,0.49,0.53,0.60,0.58,0.58,0.89,1.07,1.09,1.31
WWE US Equity,WORLD WRESTLIN-A,3287573248.00,4406.00,Communications,New York,UNITED STATES,US,3.941176414,67.53,29.10,03/17/2020,01/07/2020,-29.82,61.52,64.87,46.08,46.36,33.60,43.92,47.15,44.82,44.17,43.53,40.37,38.41
GLXO IN Equity,GLAXOSMITHKLINE,3283671808.00,4407.00,"Consumer, Non-cyclical",Natl India,INDIA,IN,3.111111164,24.56,12.82,03/13/2020,09/15/2020,-7.08,23.28,22.87,23.09,17.94,15.80,19.04,18.16,19.50,19.65,21.48,21.43,18.91
AA US Equity,ALCOA CORP,3283516416.00,4408.00,Basic Materials,New York,UNITED STATES,US,3.615384579,21.92,5.16,03/23/2020,12/24/2019,-7.97,20.33,21.51,14.24,13.73,6.25,7.69,9.49,10.95,13.68,15.09,11.39,13.61
